Date,Close,High,Low,Open,Volume
2005-09-22,11.003800392150879,11.003800392150879,11.003800392150879,11.003800392150879,0
2005-09-23,11.370599746704102,12.837699890136719,11.370599746704102,11.92080020904541,1145
2005-09-26,11.462300300598145,11.462300300598145,11.370599746704102,11.462300300598145,2664
2005-09-27,11.278900146484375,11.462300300598145,11.278900146484375,11.462300300598145,1091
2005-09-28,11.462300300598145,11.462300300598145,11.462300300598145,11.462300300598145,260
2005-09-29,11.462300300598145,11.462300300598145,11.462300300598145,11.462300300598145,273
2005-09-30,11.462300300598145,11.462300300598145,11.462300300598145,11.462300300598145,529
2005-10-03,11.462300300598145,11.462300300598145,11.462300300598145,11.462300300598145,818
2005-10-04,11.370599746704102,11.370599746704102,11.003800392150879,11.278900146484375,5381
2005-10-05,11.462300300598145,11.462300300598145,11.370599746704102,11.370599746704102,273
2005-10-06,11.462300300598145,11.462300300598145,11.462300300598145,11.462300300598145,0
2005-10-07,10.912099838256836,11.095499992370605,10.912099838256836,11.095499992370605,7374
2005-10-10,10.912099838256836,10.912099838256836,10.63700008392334,10.728699684143066,2181
2005-10-11,10.912099838256836,10.912099838256836,10.912099838256836,10.912099838256836,0
2005-10-12,11.003800392150879,11.003800392150879,11.003800392150879,11.003800392150879,55
2005-10-13,11.003800392150879,11.003800392150879,11.003800392150879,11.003800392150879,0
2005-10-14,11.003800392150879,11.003800392150879,11.003800392150879,11.003800392150879,0
2005-10-17,10.82040023803711,10.82040023803711,10.82040023803711,10.82040023803711,273
2005-10-18,10.82040023803711,10.82040023803711,10.728699684143066,10.728699684143066,1091
2005-10-19,10.728699684143066,10.82040023803711,10.728699684143066,10.728699684143066,4662
2005-10-20,10.728699684143066,10.728699684143066,10.63700008392334,10.728699684143066,4662
2005-10-21,10.728699684143066,10.728699684143066,10.728699684143066,10.728699684143066,0
2005-10-24,10.728699684143066,11.003800392150879,10.728699684143066,11.003800392150879,1091
2005-10-25,10.63700008392334,10.728699684143066,10.63700008392334,10.728699684143066,1200
2005-10-26,10.63700008392334,11.003800392150879,10.63700008392334,11.003800392150879,1118
2005-10-27,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,1085
2005-10-28,10.63700008392334,10.63700008392334,10.45359992980957,10.45359992980957,3591
2005-10-31,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,0
2005-11-01,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,0
2005-11-02,10.82040023803711,10.82040023803711,10.728699684143066,10.728699684143066,1213
2005-11-03,10.63700008392334,10.82040023803711,10.63700008392334,10.82040023803711,1194
2005-11-04,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,3169
2005-11-07,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,545
2005-11-08,10.82040023803711,10.82040023803711,10.82040023803711,10.82040023803711,3762
2005-11-09,10.82040023803711,10.82040023803711,10.82040023803711,10.82040023803711,0
2005-11-10,10.63700008392334,10.82040023803711,10.63700008392334,10.82040023803711,2454
2005-11-11,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,1091
2005-11-14,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,1636
2005-11-15,10.82040023803711,10.82040023803711,10.82040023803711,10.82040023803711,1091
2005-11-16,10.82040023803711,10.82040023803711,10.82040023803711,10.82040023803711,0
2005-11-17,10.63700008392334,10.63700008392334,10.63700008392334,10.63700008392334,1254
2005-11-25,18.339599609375,18.339599609375,18.339599609375,18.339599609375,1363
2005-11-28,18.156200408935547,18.339599609375,18.156200408935547,18.339599609375,2454
2005-11-29,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2005-11-30,18.156200408935547,18.339599609375,18.156200408935547,18.339599609375,2726
2005-12-01,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2005-12-02,18.339599609375,18.339599609375,18.339599609375,18.339599609375,1254
2005-12-05,18.339599609375,18.339599609375,18.339599609375,18.339599609375,273
2005-12-06,18.156200408935547,18.339599609375,18.156200408935547,18.339599609375,2454
2005-12-07,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2005-12-08,17.789400100708008,17.881099700927734,17.789400100708008,17.881099700927734,682
2005-12-09,17.789400100708008,17.789400100708008,17.789400100708008,17.789400100708008,3272
2005-12-12,17.789400100708008,17.789400100708008,17.789400100708008,17.789400100708008,0
2005-12-13,18.339599609375,18.339599609375,18.156200408935547,18.156200408935547,1636
2005-12-14,18.156200408935547,18.156200408935547,17.97279930114746,17.97279930114746,1363
2005-12-15,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2005-12-16,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2005-12-19,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,818
2005-12-20,18.339599609375,18.339599609375,18.339599609375,18.339599609375,109
2005-12-21,18.339599609375,18.339599609375,18.156200408935547,18.156200408935547,2890
2005-12-22,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,1091
2005-12-23,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2005-12-28,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2005-12-29,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,2726
2005-12-30,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2006-01-03,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,436
2006-01-04,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2006-01-05,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2006-01-06,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2006-01-09,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2006-01-10,18.339599609375,18.339599609375,18.339599609375,18.339599609375,491
2006-01-11,18.339599609375,18.339599609375,18.339599609375,18.339599609375,600
2006-01-12,18.339599609375,18.339599609375,18.339599609375,18.339599609375,2181
2006-01-13,18.70639991760254,18.70639991760254,18.523000717163086,18.523000717163086,545
2006-01-17,18.156200408935547,18.339599609375,18.156200408935547,18.339599609375,1091
2006-01-18,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,0
2006-01-19,18.339599609375,18.339599609375,18.156200408935547,18.339599609375,1091
2006-01-20,18.339599609375,18.339599609375,18.339599609375,18.339599609375,0
2006-01-23,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,545
2006-01-24,18.339599609375,18.339599609375,18.339599609375,18.339599609375,1091
2006-01-25,18.339599609375,18.339599609375,18.339599609375,18.339599609375,0
2006-01-27,18.156200408935547,18.156200408935547,18.156200408935547,18.156200408935547,4962
2006-01-30,17.97279930114746,17.97279930114746,17.97279930114746,17.97279930114746,5077
2006-01-31,17.97279930114746,17.97279930114746,17.97279930114746,17.97279930114746,1636
2006-02-01,17.97279930114746,17.97279930114746,17.97279930114746,17.97279930114746,0
2006-02-02,17.97279930114746,17.97279930114746,17.97279930114746,17.97279930114746,1471
2006-02-03,17.97279930114746,17.97279930114746,17.97279930114746,17.97279930114746,0
2006-02-06,17.97279930114746,17.97279930114746,17.97279930114746,17.97279930114746,0
2006-02-07,17.97279930114746,17.97279930114746,17.97279930114746,17.97279930114746,0
2006-02-08,17.789400100708008,17.97279930114746,17.789400100708008,17.97279930114746,6219
2006-02-09,17.97279930114746,17.97279930114746,17.789400100708008,17.789400100708008,1091
2006-02-10,18.376399993896484,18.376399993896484,17.82509994506836,17.82509994506836,3211
2006-02-13,18.008899688720703,18.376399993896484,18.008899688720703,18.376399993896484,3224
2006-02-14,18.19260025024414,18.19260025024414,17.457599639892578,18.19260025024414,3374
2006-02-15,18.008899688720703,18.19260025024414,18.008899688720703,18.19260025024414,7891
2006-02-16,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,816
2006-02-17,18.008899688720703,18.19260025024414,18.008899688720703,18.19260025024414,1110
2006-02-21,18.008899688720703,18.008899688720703,17.91699981689453,17.91699981689453,544
2006-02-22,18.19260025024414,18.19260025024414,18.008899688720703,18.008899688720703,2062
2006-02-23,18.284500122070312,18.284500122070312,18.19260025024414,18.19260025024414,1088
2006-02-24,18.19260025024414,18.284500122070312,17.82509994506836,17.82509994506836,4517
2006-02-27,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,938
2006-02-28,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,1048
2006-03-01,18.19260025024414,18.284500122070312,18.19260025024414,18.284500122070312,1633
2006-03-02,18.284500122070312,18.284500122070312,18.19260025024414,18.284500122070312,2096
2006-03-03,18.284500122070312,18.284500122070312,18.284500122070312,18.284500122070312,0
2006-03-06,18.284500122070312,18.284500122070312,18.284500122070312,18.284500122070312,381
2006-03-07,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,272
2006-03-08,18.19260025024414,18.19260025024414,18.008899688720703,18.008899688720703,1633
2006-03-09,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,1088
2006-03-10,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,544
2006-03-13,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,1156
2006-03-14,18.19260025024414,18.19260025024414,18.19260025024414,18.19260025024414,0
2006-03-15,18.284500122070312,18.284500122070312,18.284500122070312,18.284500122070312,2177
2006-03-16,18.376399993896484,18.376399993896484,18.376399993896484,18.376399993896484,1088
2006-03-17,18.560100555419922,18.560100555419922,18.376399993896484,18.560100555419922,2340
2006-03-20,18.284500122070312,18.560100555419922,18.284500122070312,18.560100555419922,925
2006-03-21,18.284500122070312,18.284500122070312,18.284500122070312,18.284500122070312,0
2006-03-22,18.284500122070312,18.284500122070312,18.284500122070312,18.284500122070312,0
2006-03-23,18.284500122070312,18.284500122070312,18.284500122070312,18.284500122070312,544
2006-03-24,18.376399993896484,18.468299865722656,18.284500122070312,18.376399993896484,3673
2006-03-27,18.376399993896484,18.376399993896484,18.376399993896484,18.376399993896484,0
2006-03-28,18.376399993896484,18.376399993896484,18.10070037841797,18.19260025024414,2231
2006-03-29,18.008899688720703,18.10070037841797,18.008899688720703,18.10070037841797,1197
2006-03-30,18.376399993896484,18.376399993896484,18.19260025024414,18.19260025024414,2939
2006-03-31,18.19260025024414,18.376399993896484,18.19260025024414,18.376399993896484,2068
2006-04-03,18.19260025024414,18.376399993896484,18.19260025024414,18.19260025024414,2177
2006-04-04,18.10070037841797,18.284500122070312,18.10070037841797,18.19260025024414,5877
2006-04-05,18.376399993896484,18.376399993896484,18.10070037841797,18.19260025024414,10236
2006-04-06,18.284500122070312,18.284500122070312,18.19260025024414,18.284500122070312,6096
2006-04-07,18.19260025024414,18.284500122070312,18.19260025024414,18.19260025024414,3276
2006-04-10,18.10070037841797,18.19260025024414,18.10070037841797,18.10070037841797,2525
2006-04-11,18.19260025024414,18.19260025024414,18.10070037841797,18.19260025024414,2721
2006-04-12,17.82509994506836,18.10070037841797,17.82509994506836,18.10070037841797,4587
2006-04-13,18.008899688720703,18.008899688720703,17.82509994506836,17.82509994506836,3567
2006-04-18,17.91699981689453,17.91699981689453,17.549400329589844,17.82509994506836,5104
2006-04-19,17.91699981689453,17.91699981689453,17.733200073242188,17.91699981689453,13369
2006-04-20,17.82509994506836,17.91699981689453,17.82509994506836,17.82509994506836,10339
2006-04-21,17.82509994506836,17.91699981689453,17.82509994506836,17.91699981689453,2542
2006-04-24,17.91699981689453,17.91699981689453,17.91699981689453,17.91699981689453,1565
2006-04-26,18.008899688720703,18.008899688720703,17.82509994506836,17.91699981689453,3715
2006-04-27,17.641300201416016,18.10070037841797,17.641300201416016,18.008899688720703,6557
2006-04-28,17.549400329589844,17.733200073242188,17.549400329589844,17.733200073242188,9428
2006-05-01,17.82509994506836,17.82509994506836,17.641300201416016,17.641300201416016,1085
2006-05-02,17.91699981689453,17.91699981689453,17.82509994506836,17.82509994506836,9505
2006-05-03,17.91699981689453,18.008899688720703,17.82509994506836,17.91699981689453,6065
2006-05-04,17.82509994506836,17.91699981689453,17.82509994506836,17.91699981689453,7516
2006-05-05,17.733200073242188,17.91699981689453,17.733200073242188,17.82509994506836,3422
2006-05-08,17.733200073242188,17.82509994506836,17.733200073242188,17.733200073242188,6148
2006-05-09,17.733200073242188,17.91699981689453,17.733200073242188,17.733200073242188,1660
2006-05-10,17.91699981689453,17.91699981689453,17.733200073242188,17.82509994506836,5837
