Close,High,Low,Open,Volume
AOS,AOS,AOS,AOS,AOS
0.43308666348457336,0.4497439748214501,0.43308666348457336,0.0,18000
0.43308666348457336,0.435863088552594,0.4303106196692441,0.0,18000
0.4275341331958771,0.4303105578651288,0.4275341331958771,0.0,21600
0.37756267189979553,0.4247582054492289,0.37756267189979553,0.0,127800
0.3858914375305176,0.3858914375305176,0.3747865502481741,0.0,118800
0.3803390562534332,0.3831150759887616,0.3803390562534332,0.0,37800
0.4108773171901703,0.4108773171901703,0.3775626702813733,0.0,104400
0.3997720181941986,0.41920535371389533,0.3997720181941986,0.0,75600
0.37756267189979553,0.38866753836479984,0.37756267189979553,0.0,84600
0.3803390562534332,0.3803390562534332,0.3803390562534332,0.0,14400
0.37756267189979553,0.37756267189979553,0.3720106318341378,0.0,50400
0.37756267189979553,0.38311511704644446,0.37756267189979553,0.0,54000
0.3720104396343231,0.37478645823291734,0.3720104396343231,0.0,7200
0.37756267189979553,0.37756267189979553,0.3720106318341378,0.0,28800
0.3720104396343231,0.3720104396343231,0.3720104396343231,0.0,5400
0.36923402547836304,0.36923402547836304,0.36923402547836304,0.0,1800
0.3359200358390808,0.3664582382450314,0.3359200358390808,0.0,54000
0.3331435024738312,0.3331435024738312,0.32759105834369767,0.0,30600
0.3053815960884094,0.33036735892530356,0.3053815960884094,0.0,169200
0.3053815960884094,0.3053815960884094,0.29150069351459357,0.0,117000
0.3386959731578827,0.3386959731578827,0.30815777609652206,0.0,153000
0.3386959731578827,0.3414723981764109,0.3359199770486246,0.0,45000
0.3386959731578827,0.3386959731578827,0.3359199770486246,0.0,23400
0.341472327709198,0.341472327709198,0.341472327709198,0.0,3600
0.3359200358390808,0.3414724579386145,0.3359200358390808,0.0,12600
0.3248150050640106,0.3331434678532507,0.3248150050640106,0.0,16200
0.31926262378692627,0.3220390486454982,0.31926262378692627,0.0,9000
0.32203903794288635,0.3248150576282463,0.31926261317658583,0.0,9000
0.32203903794288635,0.3248150576282463,0.31926261317658583,0.0,12600
0.3386959731578827,0.3386959731578827,0.32759110707401734,0.0,41400
0.3498007655143738,0.3498007655143738,0.33314345911997273,0.0,27000
0.3747866451740265,0.3775626651572812,0.35535331387658475,0.0,171000
0.3886675536632538,0.39977244439365445,0.3775626867611476,0.0,131400
0.40254852175712585,0.4081009920685627,0.38589163504540075,0.0,86400
0.40810084342956543,0.40810084342956543,0.3969963595888681,0.0,43200
0.40810084342956543,0.40810084342956543,0.4053247999113357,0.0,39600
0.41920578479766846,0.41920578479766846,0.4108773196049432,0.0,37800
0.4164296090602875,0.42475807161561685,0.4164296090602875,0.0,14400
0.40810084342956543,0.4108772682004456,0.40810084342956543,0.0,23400
0.39421993494033813,0.4025483752653906,0.39421993494033813,0.0,30600
0.3858914375305176,0.3942198766235473,0.383115013169491,0.0,21600
0.3803390562534332,0.38589150080503776,0.3775626314371571,0.0,18000
0.37756267189979553,0.38589154216026456,0.37478665186696664,0.0,68400
0.3720104396343231,0.3720104396343231,0.3720104396343231,0.0,5400
0.355353444814682,0.36923433617936197,0.355353444814682,0.0,12600
0.3664579689502716,0.3664579689502716,0.3553531090834081,0.0,21600
0.3664579689502716,0.3664579689502716,0.3664579689502716,0.0,5400
0.3664579689502716,0.3664579689502716,0.3636815454861106,0.0,16200
0.3664579689502716,0.3664579689502716,0.3664579689502716,0.0,9000
0.3664579689502716,0.3664579689502716,0.3664579689502716,0.0,14400
0.3914439082145691,0.3914439082145691,0.3720105793136843,0.0,52200
0.39699646830558777,0.41642980287147524,0.39144402232424186,0.0,104400
0.37756267189979553,0.38866753836479984,0.37756267189979553,0.0,50400
0.3803390562534332,0.3803390562534332,0.37201059196650044,0.0,36000
0.3720104396343231,0.37478645823291734,0.3720104396343231,0.0,21600
0.3720104396343231,0.37756247683151156,0.3692340159549469,0.0,102600
0.3858914375305176,0.3886674329823756,0.36923410660700234,0.0,25200
0.37756267189979553,0.38866753836479984,0.37756267189979553,0.0,27000
0.3720104396343231,0.37756247683151156,0.3720104396343231,0.0,32400
0.3803390562534332,0.3803390562534332,0.37201059196650044,0.0,10800
0.38311493396759033,0.3886673526326155,0.38311493396759033,0.0,37800
0.38311493396759033,0.38589135775464284,0.3803389152613355,0.0,48600
0.37756267189979553,0.38589154216026456,0.37756267189979553,0.0,18000
0.3886675536632538,0.3886675536632538,0.3775626867611476,0.0,19800
0.3858914375305176,0.3858914375305176,0.38033899388934583,0.0,30600
0.3803390562534332,0.38589150080503776,0.3803390562534332,0.0,41400
0.37756267189979553,0.38589154216026456,0.37756267189979553,0.0,113400
0.3720104396343231,0.37756247683151156,0.3720104396343231,0.0,16200
0.35812920331954956,0.3636816225148589,0.35812920331954956,0.0,48600
0.3747866451740265,0.3747866451740265,0.3525768888123461,0.0,91800
0.38311493396759033,0.38311493396759033,0.37478647276802823,0.0,28800
0.38311493396759033,0.38311493396759033,0.37478647276802823,0.0,21600
0.37756267189979553,0.38311511704644446,0.37756267189979553,0.0,27000
0.3803390562534332,0.3803390562534332,0.37201059196650044,0.0,19800
0.3803390562534332,0.3831150759887616,0.3803390562534332,0.0,30600
0.3997720181941986,0.40254801154849673,0.38866713930277896,0.0,255600
0.40254852175712585,0.4108774178506758,0.40254852175712585,0.0,30600
0.39699646830558777,0.3997724887557347,0.39699646830558777,0.0,18000
0.3997720181941986,0.3997720181941986,0.3997720181941986,0.0,9000
0.39699646830558777,0.4025484853775844,0.39699646830558777,0.0,27000
0.39421993494033813,0.40532480003713256,0.39421993494033813,0.0,63000
0.39699646830558777,0.39699646830558777,0.39144402232424186,0.0,41400
0.3886675536632538,0.3942199990284541,0.3886675536632538,0.0,28800
0.3858914375305176,0.3942198766235473,0.3858914375305176,0.0,19800
0.3747866451740265,0.38311511020477457,0.37201062519077177,0.0,75600
0.3720104396343231,0.3720104396343231,0.3720104396343231,0.0,5400
0.3747866451740265,0.3775626651572812,0.3747866451740265,0.0,9000
0.3803390562534332,0.3803390562534332,0.37478661170182875,0.0,10800
0.3720104396343231,0.37756247683151156,0.3720104396343231,0.0,16200
0.355353444814682,0.37201076226663826,0.355353444814682,0.0,118800
0.355353444814682,0.355353444814682,0.3525770187274057,0.0,5400
0.3498007655143738,0.35535320892193617,0.3498007655143738,0.0,19800
0.3525768220424652,0.35535324658091344,0.3498008025849243,0.0,16200
0.3498007655143738,0.3498007655143738,0.34702474635102476,0.0,50400
0.3498007655143738,0.3498007655143738,0.3498007655143738,0.3498007655143738,0
0.3498007655143738,0.35535320892193617,0.3498007655143738,0.0,27000
0.34702473878860474,0.34702473878860474,0.34702473878860474,0.0,5400
0.3442484736442566,0.3498009194959938,0.3442484736442566,0.0,27000
0.341472327709198,0.341472327709198,0.341472327709198,0.0,3600
0.3386959731578827,0.3386959731578827,0.33314355203009643,0.0,28800
0.32759106159210205,0.3331435057772938,0.32759106159210205,0.0,21600
0.3331435024738312,0.3331435024738312,0.33036748294922297,0.0,95400
0.32759106159210205,0.33036748622515844,0.3248150420399667,0.0,19800
0.32203903794288635,0.3248150576282463,0.32203903794288635,0.0,7200
0.3081575632095337,0.3081575632095337,0.3026051220892926,0.0,171000
0.2970533072948456,0.3026053474695449,0.2970533072948456,0.0,18000
0.3053815960884094,0.3109340381340887,0.2998291540427301,0.0,91800
0.3164864480495453,0.3164864480495453,0.30538158807776505,0.0,102600
0.3164864480495453,0.31926246645918305,0.3164864480495453,0.0,21600
0.3137100636959076,0.3164864875326712,0.3137100636959076,0.0,45000
0.31926262378692627,0.31926262378692627,0.31648660400930834,0.0,25200
0.3164864480495453,0.3164864480495453,0.310934029977795,0.0,12600
0.3109342157840729,0.3109342157840729,0.3109342157840729,0.0,7200
0.3164864480495453,0.3164864480495453,0.3164864480495453,0.0,10800
0.3137100636959076,0.3137100636959076,0.3137100636959076,0.0,12600
0.3137100636959076,0.3137100636959076,0.3137100636959076,0.0,45000
