Date,Close,High,Low,Open,Volume,Ticker
1983-09-30,0.43308645486831665,0.44974375818142764,0.43308645486831665,0.43308645486831665,18000,AOS
1983-10-03,0.43308645486831665,0.43586287859894346,0.4303104123901975,0.43308645486831665,18000,AOS
1983-10-04,0.427533894777298,0.43031031789824936,0.427533894777298,0.43031031789824936,21600,AOS
1983-10-05,0.37756258249282837,0.4247581048663435,0.37756258249282837,0.4247581048663435,127800,AOS
1983-10-06,0.385891318321228,0.385891318321228,0.3747864344693979,0.3775624528919773,118800,AOS
1983-10-07,0.3803390860557556,0.3831151060086052,0.3803390860557556,0.3831151060086052,37800,AOS
1983-10-10,0.4108771085739136,0.4108771085739136,0.37756247858008524,0.38033890227231965,104400,AOS
1983-10-11,0.3997724950313568,0.41920585373060604,0.3997724950313568,0.4108773871683731,75600,AOS
1983-10-12,0.37756258249282837,0.38866744632819655,0.37756258249282837,0.38866744632819655,84600,AOS
1983-10-13,0.3803390860557556,0.3803390860557556,0.3803390860557556,0.3803390860557556,14400,AOS
1983-10-14,0.37756258249282837,0.37756258249282837,0.37201054374189557,0.37756258249282837,50400,AOS
1983-10-17,0.37756258249282837,0.38311502632465644,0.37756258249282837,0.37756258249282837,54000,AOS
1983-10-18,0.37201061844825745,0.3747866383811981,0.37201061844825745,0.3747866383811981,7200,AOS
1983-10-19,0.37756258249282837,0.37756258249282837,0.37201054374189557,0.37201054374189557,28800,AOS
1983-10-20,0.37201061844825745,0.37201061844825745,0.37201061844825745,0.37201061844825745,5400,AOS
1983-10-21,0.3692340552806854,0.3692340552806854,0.3692340552806854,0.3692340552806854,1800,AOS
1983-10-24,0.33591994643211365,0.36645814071015353,0.33591994643211365,0.36645814071015353,54000,AOS
1983-10-25,0.3331434726715088,0.3331434726715088,0.32759102903808535,0.3331434726715088,30600,AOS
1983-10-26,0.305381715297699,0.33036748788807885,0.305381715297699,0.33036748788807885,169200,AOS
1983-10-27,0.305381715297699,0.305381715297699,0.2915008073053099,0.305381715297699,117000,AOS
1983-10-28,0.3386958837509155,0.3386958837509155,0.3081576947508482,0.3081576947508482,153000,AOS
1983-10-31,0.3386958837509155,0.3414723080365394,0.3359198883744485,0.3386958837509155,45000,AOS
1983-11-01,0.3386958837509155,0.3386958837509155,0.3359198883744485,0.3386958837509155,23400,AOS
1983-11-02,0.34147247672080994,0.34147247672080994,0.34147247672080994,0.34147247672080994,3600,AOS
1983-11-03,0.33591994643211365,0.34147236705383965,0.33591994643211365,0.34147236705383965,12600,AOS
1983-11-04,0.32481497526168823,0.33314343728677787,0.32481497526168823,0.33314343728677787,16200,AOS
1983-11-07,0.3192627429962158,0.32203916889147544,0.3192627429962158,0.32203916889147544,9000,AOS
1983-11-08,0.3220391869544983,0.32481520792435836,0.3192627609035103,0.3192627609035103,9000,AOS
1983-11-09,0.3220391869544983,0.32481520792435836,0.3192627609035103,0.3220391869544983,12600,AOS
1983-11-10,0.3386958837509155,0.3386958837509155,0.3275910205984473,0.3275910205984473,41400,AOS
1983-11-11,0.3498007357120514,0.3498007357120514,0.33314343073681946,0.3386958498430407,27000,AOS
1983-11-14,0.3747866451740265,0.3775626651572812,0.35535331387658475,0.35535331387658475,171000,AOS
1983-11-15,0.38866764307022095,0.3997725363551302,0.37756277361361174,0.37756277361361174,131400,AOS
1983-11-16,0.40254828333854675,0.4081007503614059,0.3858914064922442,0.38866740172082154,86400,AOS
1983-11-17,0.4081008732318878,0.4081008732318878,0.3969963885802649,0.40254840453729857,43200,AOS
1983-11-18,0.4081008732318878,0.4081008732318878,0.4053248295109324,0.4081008732318878,39600,AOS
1983-11-21,0.41920554637908936,0.41920554637908936,0.41087708592308514,0.41087708592308514,37800,AOS
1983-11-22,0.4164294898509979,0.42475795002217864,0.4164294898509979,0.41920553204275485,14400,AOS
1983-11-23,0.4081008732318878,0.4108772982055216,0.4081008732318878,0.4108772982055216,23400,AOS
1983-11-25,0.3942197561264038,0.40254819267376507,0.3942197561264038,0.40254819267376507,30600,AOS
1983-11-28,0.385891318321228,0.39421975484144267,0.38311489481789235,0.39421975484144267,21600,AOS
1983-11-29,0.3803390860557556,0.38589153104243434,0.3775626610219264,0.38589153104243434,18000,AOS
1983-11-30,0.37756258249282837,0.3858914507810181,0.37478656311736197,0.38033900694919004,68400,AOS
1983-12-01,0.37201061844825745,0.37201061844825745,0.37201061844825745,0.37201061844825745,5400,AOS
1983-12-02,0.3553531765937805,0.3692340574811589,0.3553531765937805,0.3692340574811589,12600,AOS
1983-12-05,0.3664582669734955,0.3664582669734955,0.3553533980755659,0.3553533980755659,21600,AOS
1983-12-06,0.3664582669734955,0.3664582669734955,0.3664582669734955,0.3664582669734955,5400,AOS
1983-12-07,0.3664582669734955,0.3664582669734955,0.3636818412513984,0.3664582669734955,16200,AOS
1983-12-08,0.3664582669734955,0.3664582669734955,0.3664582669734955,0.3664582669734955,9000,AOS
1983-12-09,0.3664582669734955,0.3664582669734955,0.3664582669734955,0.3664582669734955,14400,AOS
1983-12-12,0.3914438486099243,0.3914438486099243,0.3720105226681268,0.3720105226681268,52200,AOS
1983-12-13,0.3969964385032654,0.4164297716103023,0.3914439929387387,0.3914439929387387,104400,AOS
1983-12-14,0.37756258249282837,0.38866744632819655,0.37756258249282837,0.38866744632819655,50400,AOS
1983-12-15,0.3803390860557556,0.3803390860557556,0.37201062111622724,0.3775626610219264,36000,AOS
1983-12-16,0.37201061844825745,0.3747866383811981,0.37201061844825745,0.3747866383811981,21600,AOS
1983-12-19,0.37201061844825745,0.37756265831413877,0.3692341934343401,0.37201061844825745,102600,AOS
1983-12-20,0.385891318321228,0.38866731291552764,0.3692339925434828,0.3720104160468185,25200,AOS
1983-12-21,0.37756258249282837,0.38866744632819655,0.37756258249282837,0.3858914507810181,27000,AOS
1983-12-22,0.37201061844825745,0.37756265831413877,0.37201061844825745,0.37756265831413877,32400,AOS
1983-12-23,0.3803390860557556,0.3803390860557556,0.37201062111622724,0.37201062111622724,10800,AOS
1983-12-27,0.38311511278152466,0.38866753403806925,0.38311511278152466,0.38311511278152466,37800,AOS
1983-12-28,0.38311511278152466,0.385891537864437,0.38033909277959904,0.38311511278152466,48600,AOS
1983-12-29,0.37756258249282837,0.3858914507810181,0.37756258249282837,0.38311502632465644,18000,AOS
1983-12-30,0.38866764307022095,0.38866764307022095,0.37756277361361174,0.37756277361361174,19800,AOS
1984-01-03,0.385891318321228,0.385891318321228,0.38033887639531294,0.385891318321228,30600,AOS
1984-01-04,0.3803390860557556,0.38589153104243434,0.3803390860557556,0.38589153104243434,41400,AOS
1984-01-05,0.37756258249282837,0.3858914507810181,0.37756258249282837,0.38033900694919004,113400,AOS
1984-01-06,0.37201061844825745,0.37756265831413877,0.37201061844825745,0.37756265831413877,16200,AOS
1984-01-09,0.35812923312187195,0.3636816527792352,0.35812923312187195,0.3636816527792352,48600,AOS
1984-01-10,0.3747866451740265,0.3747866451740265,0.3525768888123461,0.35812933385983947,91800,AOS
1984-01-11,0.38311511278152466,0.38311511278152466,0.3747866476947611,0.3747866476947611,28800,AOS
1984-01-12,0.38311511278152466,0.38311511278152466,0.3747866476947611,0.38311511278152466,21600,AOS
1984-01-13,0.37756258249282837,0.38311502632465644,0.37756258249282837,0.38311502632465644,27000,AOS
1984-01-16,0.3803390860557556,0.3803390860557556,0.37201062111622724,0.3775626610219264,19800,AOS
1984-01-17,0.3803390860557556,0.3831151060086052,0.3803390860557556,0.3803390860557556,30600,AOS
1984-01-18,0.3997724950313568,0.4025484916967841,0.38866760289434055,0.38866760289434055,255600,AOS
1984-01-19,0.40254828333854675,0.41087717449911726,0.40254828333854675,0.40254828333854675,30600,AOS
1984-01-20,0.3969964385032654,0.3997724587450178,0.3969964385032654,0.3997724587450178,18000,AOS
1984-01-23,0.3997724950313568,0.3997724950313568,0.3997724950313568,0.3997724950313568,9000,AOS
1984-01-24,0.3969964385032654,0.40254845515847487,0.3969964385032654,0.3997724587450178,27000,AOS
1984-01-25,0.3942197561264038,0.4053246161861505,0.3942197561264038,0.39699617963878925,63000,AOS
1984-01-26,0.3969964385032654,0.3969964385032654,0.3914439929387387,0.3942200131804912,41400,AOS
1984-01-27,0.38866764307022095,0.3942200897126756,0.38866764307022095,0.3942200897126756,28800,AOS
1984-01-30,0.385891318321228,0.39421975484144267,0.385891318321228,0.38866731291552764,19800,AOS
1984-01-31,0.3747866451740265,0.38311511020477457,0.37201062519077177,0.38311511020477457,75600,AOS
1984-02-01,0.37201061844825745,0.37201061844825745,0.37201061844825745,0.37201061844825745,5400,AOS
1984-02-02,0.3747866451740265,0.3775626651572812,0.3747866451740265,0.3747866451740265,9000,AOS
1984-02-03,0.3803390860557556,0.3803390860557556,0.37478664106907683,0.37478664106907683,10800,AOS
1984-02-06,0.37201061844825745,0.37756265831413877,0.37201061844825745,0.37756265831413877,16200,AOS
1984-02-07,0.3553531765937805,0.37201048147278787,0.3553531765937805,0.37201048147278787,118800,AOS
1984-02-08,0.3553531765937805,0.3553531765937805,0.35257675260215154,0.3553531765937805,5400,AOS
1984-02-09,0.3498007357120514,0.35535317864655674,0.3498007357120514,0.35535317864655674,19800,AOS
1984-02-10,0.3525769114494324,0.3553533366919306,0.3498008912879442,0.3498008912879442,16200,AOS
1984-02-13,0.3498007357120514,0.3498007357120514,0.3470247167852136,0.3498007357120514,50400,AOS
1984-02-14,0.3498007357120514,0.3498007357120514,0.3498007357120514,0.3498007357120514,0,AOS
1984-02-15,0.3498007357120514,0.35535317864655674,0.3498007357120514,0.3498007357120514,27000,AOS
1984-02-16,0.3470247983932495,0.3470247983932495,0.3470247983932495,0.3470247983932495,5400,AOS
1984-02-17,0.34424838423728943,0.3498008286469655,0.34424838423728943,0.3470248089825962,27000,AOS
1984-02-21,0.34147247672080994,0.34147247672080994,0.34147247672080994,0.34147247672080994,3600,AOS
1984-02-22,0.3386958837509155,0.3386958837509155,0.33314346408882467,0.3386958837509155,28800,AOS
1984-02-23,0.32759106159210205,0.3331435057772938,0.32759106159210205,0.3331435057772938,21600,AOS
1984-02-24,0.3331434726715088,0.3331434726715088,0.33036745339523743,0.33036745339523743,95400,AOS
1984-02-27,0.32759106159210205,0.33036748622515844,0.3248150420399667,0.33036748622515844,19800,AOS
1984-02-28,0.3220391869544983,0.32481520792435836,0.3220391869544983,0.32481520792435836,7200,AOS
1984-02-29,0.30815765261650085,0.30815765261650085,0.3026052098853081,0.30815765261650085,171000,AOS
1984-03-01,0.29705318808555603,0.30260522603218803,0.29705318808555603,0.30260522603218803,18000,AOS
1984-03-02,0.305381715297699,0.3109341595108392,0.2998292710845587,0.2998292710845587,91800,AOS
1984-03-05,0.316486656665802,0.316486656665802,0.30538178937410543,0.30538178937410543,102600,AOS
1984-03-06,0.316486656665802,0.3192626769052893,0.316486656665802,0.316486656665802,21600,AOS
1984-03-07,0.31370997428894043,0.31648639733442685,0.31370997428894043,0.31648639733442685,45000,AOS
1984-03-08,0.3192627429962158,0.3192627429962158,0.3164867221820614,0.3164867221820614,25200,AOS
1984-03-09,0.316486656665802,0.316486656665802,0.31093423493410144,0.316486656665802,12600,AOS
1984-03-12,0.3109341263771057,0.3109341263771057,0.3109341263771057,0.3109341263771057,7200,AOS
1984-03-13,0.316486656665802,0.316486656665802,0.316486656665802,0.316486656665802,10800,AOS
1984-03-14,0.31370997428894043,0.31370997428894043,0.31370997428894043,0.31370997428894043,12600,AOS
1984-03-15,0.31370997428894043,0.31370997428894043,0.31370997428894043,0.31370997428894043,45000,AOS
1984-03-16,0.3192627429962158,0.3192627429962158,0.3164867221820614,0.3164867221820614,52200,AOS
1984-03-19,0.316486656665802,0.316486656665802,0.316486656665802,0.316486656665802,43200,AOS
1984-03-20,0.3109341263771057,0.31648654617027994,0.3109341263771057,0.31648654617027994,135000,AOS
1984-03-21,0.316486656665802,0.316486656665802,0.31093423493410144,0.31093423493410144,16200,AOS
1984-03-22,0.316486656665802,0.316486656665802,0.31371023134529336,0.316486656665802,57600,AOS
1984-03-23,0.316486656665802,0.3192626769052893,0.31371023134529336,0.316486656665802,21600,AOS
1984-03-26,0.3636816740036011,0.3664580984488924,0.3248150200732483,0.3248150200732483,84600,AOS
1984-03-27,0.36090558767318726,0.37201044867058775,0.36090558767318726,0.3636815825109301,54000,AOS
1984-03-28,0.3553531765937805,0.358129195504582,0.3553531765937805,0.358129195504582,21600,AOS
1984-03-29,0.35812923312187195,0.35812923312187195,0.35812923312187195,0.35812923312187195,5400,AOS
1984-03-30,0.3525769114494324,0.35812935685341873,0.3525769114494324,0.35812935685341873,18000,AOS
1984-04-02,0.3525769114494324,0.35812935685341873,0.3525769114494324,0.3525769114494324,21600,AOS
1984-04-03,0.3470247983932495,0.3525768375525695,0.3470247983932495,0.3525768375525695,21600,AOS
1984-04-04,0.3386958837509155,0.3442483272412929,0.3386958837509155,0.3442483272412929,18000,AOS
1984-04-05,0.32759106159210205,0.3359199304103502,0.32759106159210205,0.3359199304103502,28800,AOS
1984-04-06,0.3109341263771057,0.32203898979174117,0.3109341263771057,0.32203898979174117,43200,AOS
1984-04-09,0.3192627429962158,0.3192627429962158,0.3164867221820614,0.3164867221820614,54000,AOS
1984-04-10,0.3220391869544983,0.3220391869544983,0.31648673993365023,0.3192627609035103,37800,AOS
1984-04-11,0.3192627429962158,0.3192627429962158,0.3192627429962158,0.3192627429962158,3600,AOS
1984-04-12,0.32759106159210205,0.3331435057772938,0.31926259785477495,0.31926259785477495,54000,AOS
1984-04-13,0.33591994643211365,0.34147236705383965,0.33314352166663513,0.33314352166663513,21600,AOS
1984-04-16,0.34147247672080994,0.34147247672080994,0.33869605106365724,0.33869605106365724,12600,AOS
1984-04-17,0.3498007357120514,0.3498007357120514,0.34424829277754604,0.34424829277754604,27000,AOS
1984-04-18,0.3553531765937805,0.358129195504582,0.34980073369135006,0.34980073369135006,41400,AOS
1984-04-19,0.3636816740036011,0.36923411781328996,0.3581292540222001,0.3581292540222001,108000,AOS
1984-04-23,0.3525769114494324,0.3609057820959169,0.3525769114494324,0.3609057820959169,10800,AOS
1984-04-24,0.34424838423728943,0.34424838423728943,0.34424838423728943,0.34424838423728943,1800,AOS
