symbol,end_val,winner,trades,cagr,median,average,max_drawdown,running_max,
KLAC,"$588,297",Benchmark,139.5,14.18%,"$45,063","$94,596",-92.37%,"$903,175"
KHC,"$7,234",Strategy,165.8,-4.7%,"$8,481","$8,746",-64.59%,"$12,502"
KR,"$3,770,192",Benchmark,123.0,14.57%,"$305,829","$661,188",-59.22%,"$3,770,193"
LHX,"$164,800",Benchmark,125.9,9.83%,"$28,744","$45,524",-67.2%,"$185,581"
LH,"$421,752",Strategy,132.6,16.75%,"$107,721","$127,464",-78.05%,"$474,243"
LRCX,"$283,927",Benchmark,133.3,12.58%,"$20,076","$66,616",-83.74%,"$650,050"
LW,"$12,853",Benchmark,139.9,4.44%,"$17,688","$18,541",-57.12%,"$28,753"
LVS,"$74,479",Strategy,144.3,15.43%,"$54,010","$53,868",-83.03%,"$125,256"
LDOS,"$40,521",Benchmark,140.8,11.62%,"$10,228","$16,163",-51.33%,"$62,128"
LEN,"$599,239",Benchmark,139.8,14.06%,"$73,746","$134,767",-78.36%,"$924,046"
LII,"$310,095",Benchmark,92.3,21.41%,"$24,080","$66,420",-56.44%,"$382,167"
LLY,"$2,176,986",Benchmark,119.5,15.89%,"$164,592","$248,303",-76.68%,"$2,445,265"
LIN,"$168,712",Benchmark,85.8,13.3%,"$32,955","$45,508",-69.05%,"$184,448"
LYV,"$23,674",Benchmark,121.8,6.7%,"$11,676","$13,426",-80.04%,"$35,585"
LKQ,"$31,173",Benchmark,118.4,7.97%,"$38,627","$38,707",-71.75%,"$77,669"
LMT,"$555,370",Benchmark,106.2,12.81%,"$79,939","$142,852",-70.84%,"$803,012"
L,"$374,376",Benchmark,125.6,12.35%,"$171,713","$201,194",-72.07%,"$506,834"
LOW,"$1,203,401",Benchmark,125.2,16.65%,"$194,950","$276,988",-58.91%,"$1,555,103"
LULU,"$102,004",Benchmark,121.5,20.98%,"$53,297","$90,531",-68.24%,"$310,764"
LYB,"$38,842",Benchmark,125.9,14.09%,"$28,795","$28,462",-54.51%,"$49,685"
MTB,"$2,030,002",Benchmark,99.3,18.62%,"$796,740","$1,003,035",-65.51%,"$3,703,303"
MPC,"$108,595",Strategy,100.9,28.56%,"$29,309","$42,612",-50.45%,"$144,437"
MKTX,"$63,380",Benchmark,121.7,14.03%,"$16,793","$35,780",-84.56%,"$129,233"
MAR,"$315,751",Strategy,113.4,20.35%,"$36,762","$84,689",-59.95%,"$415,578"
MMC,"$459,876",Benchmark,108.5,11.22%,"$47,130","$75,968",-73.82%,"$459,877"
MLM,"$62,158",Benchmark,135.9,8.89%,"$20,369","$25,536",-72.88%,"$87,877"
MAS,"$105,976",Benchmark,128.3,7.88%,"$33,044","$43,010",-74.71%,"$141,958"
MA,"$432,664",Benchmark,65.3,33.62%,"$107,214","$158,778",-46.26%,"$469,959"
MTCH,"$77,538",Benchmark,147.5,9.66%,"$13,892","$43,329",-75.59%,"$214,154"
MKC,"$204,479",Benchmark,119.0,8.74%,"$31,344","$58,046",-58.64%,"$246,960"
MCD,"$1,261,437",Benchmark,110.7,12.68%,"$97,390","$246,313",-76.41%,"$1,296,336"
MCK,"$197,937",Benchmark,118.9,15.31%,"$31,661","$48,166",-76.83%,"$198,601"
MDT,"$4,119,068",Benchmark,116.8,18.28%,"$1,462,309","$1,594,341",-66.95%,"$6,292,546"
MRK,"$10,376,621",Benchmark,112.0,17.26%,"$710,462","$1,917,761",-65.12%,"$12,816,873"
META,"$76,571",Benchmark,66.7,25.79%,"$35,160","$37,894",-68.76%,"$106,005"
MET,"$16,631",Benchmark,107.0,3.0%,"$8,839","$9,898",-69.65%,"$19,211"
MTD,"$172,385",Benchmark,103.1,16.28%,"$42,736","$85,977",-60.05%,"$354,890"
MGM,"$374,738",Strategy,154.0,15.28%,"$67,799","$186,251",-68.36%,"$797,825"
MCHP,"$67,702",Benchmark,122.0,9.04%,"$15,180","$23,829",-87.57%,"$94,249"
MU,"$635,173",Strategy,169.5,15.86%,"$53,094","$140,772",-96.65%,"$1,135,058"
MSFT,"$8,000,143",Benchmark,94.0,28.13%,"$998,067","$1,666,459",-77.64%,"$10,169,243"
MAA,"$199,239",Benchmark,103.3,14.93%,"$52,691","$71,018",-51.32%,"$213,639"
MRNA,"$66,592",Strategy,174.6,54.58%,"$89,080","$84,000",-76.76%,"$224,854"
MHK,"$1,847,302",Strategy,146.2,25.76%,"$79,201","$318,199",-51.18%,"$2,854,267"
MOH,"$19,921",Benchmark,131.7,4.7%,"$9,786","$11,241",-82.46%,"$30,507"
TAP,"$14,447",Benchmark,167.3,1.08%,"$6,323","$7,436",-87.25%,"$18,118"
MDLZ,"$19,384",Benchmark,110.5,4.12%,"$16,427","$15,156",-39.15%,"$26,264"
MPWR,"$110,383",Benchmark,100.0,18.65%,"$27,735","$53,263",-76.16%,"$242,276"
MNST,"$17,457",Benchmark,146.3,2.07%,"$4,617","$6,355",-99.93%,"$23,277"
MCO,"$83,622",Benchmark,95.7,10.65%,"$17,912","$28,766",-92.41%,"$98,071"
MS,"$468,282",Strategy,138.9,18.96%,"$59,884","$115,000",-69.49%,"$573,104"
MOS,"$30,120",Strategy,185.6,4.39%,"$14,075","$15,690",-85.31%,"$78,727"
MSI,"$1,104,160",Benchmark,132.3,11.39%,"$127,289","$180,262",-93.89%,"$1,312,149"
MSCI,"$111,819",Benchmark,81.0,22.33%,"$35,161","$65,751",-51.29%,"$222,362"
NDAQ,"$597,401",Strategy,113.9,29.77%,"$102,269","$198,094",-53.2%,"$703,154"
NTAP,"$1,789,235",Strategy,149.9,29.2%,"$873,976","$827,851",-83.32%,"$2,641,706"
NFLX,"$8,018,413",Benchmark,106.9,52.83%,"$1,225,523","$2,395,451",-82.14%,"$9,559,542"
NEM,"$73,787",Strategy,170.3,6.63%,"$21,383","$23,634",-76.31%,"$77,594"
NWSA,"$14,346",Benchmark,149.7,4.54%,"$9,695","$10,266",-47.36%,"$16,715"
NWS,"$13,131",Benchmark,154.4,3.41%,"$8,594","$9,025",-49.13%,"$15,565"
NEE,"$1,480,551",Benchmark,98.0,14.89%,"$79,454","$272,822",-42.18%,"$1,963,569"
NKE,"$1,302,741",Benchmark,120.7,17.24%,"$286,547","$618,364",-70.02%,"$3,833,491"
NI,"$295,678",Benchmark,129.5,9.86%,"$50,422","$78,622",-72.92%,"$306,687"
NDSN,"$137,334",Benchmark,129.6,8.79%,"$63,331","$83,663",-76.18%,"$249,669"
NSC,"$287,717",Benchmark,111.9,12.03%,"$70,093","$111,224",-63.09%,"$499,544"
NTRS,"$828,978",Benchmark,107.8,15.26%,"$402,255","$383,956",-74.61%,"$1,033,428"
NOC,"$468,728",Benchmark,105.8,13.75%,"$75,936","$171,276",-63.53%,"$735,949"
NCLH,"$11,770",Strategy,157.6,1.96%,"$15,629","$15,533",-50.61%,"$21,370"
NRG,"$112,535",Strategy,128.0,17.89%,"$31,298","$36,238",-65.82%,"$130,268"
NUE,"$177,257",Benchmark,134.0,9.68%,"$61,407","$70,583",-79.78%,"$272,897"
NVDA,"$22,049,559",Strategy,108.0,53.16%,"$291,755","$3,122,403",-80.68%,"$36,288,878"
NVR,$9,Benchmark,307.2,-22.3%,$10,$722,-99.95%,"$14,141"
NXPI,"$39,208",Benchmark,99.8,14.48%,"$18,625","$21,859",-57.34%,"$61,107"
ORLY,"$2,455,638",Benchmark,81.5,28.37%,"$83,993","$352,369",-52.28%,"$2,455,639"
OXY,"$153,260",Benchmark,131.6,9.57%,"$50,466","$70,260",-77.25%,"$241,747"
ODFL,"$18,453",Benchmark,114.8,2.69%,"$2,869","$5,638",-98.47%,"$27,143"
OMC,"$143,537",Benchmark,111.7,8.94%,"$109,241","$94,479",-62.29%,"$216,127"
ON,"$128,559",Strategy,156.7,16.03%,"$44,526","$61,385",-80.4%,"$252,297"
OKE,"$2,943,280",Strategy,111.2,20.32%,"$57,672","$406,135",-59.68%,"$3,752,950"
ORCL,"$2,112,031",Benchmark,107.9,21.96%,"$513,346","$619,986",-83.37%,"$3,190,427"
OTIS,"$15,766",Benchmark,84.9,14.0%,"$12,827","$12,947",-26.5%,"$16,260"
PCAR,"$825,598",Benchmark,122.2,15.24%,"$65,841","$216,140",-59.11%,"$1,326,374"
PKG,"$74,179",Benchmark,95.4,12.24%,"$19,831","$29,712",-74.85%,"$97,163"
PLTR,"$73,057",Strategy,122.7,89.77%,"$11,894","$19,105",-57.01%,"$101,816"
PANW,"$67,830",Benchmark,105.2,24.45%,"$20,007","$29,269",-56.1%,"$87,641"
PARA,"$15,038",Strategy,174.4,3.11%,"$26,807","$26,049",-84.67%,"$94,327"
PH,"$225,005",Benchmark,115.1,10.53%,"$29,541","$45,682",-62.49%,"$285,517"
PAYX,"$510,430",Benchmark,104.1,14.67%,"$157,106","$176,716",-73.73%,"$515,117"
PAYC,"$69,989",Benchmark,109.9,29.35%,"$68,774","$75,893",-70.33%,"$194,824"
PYPL,"$16,678",Strategy,105.9,7.91%,"$19,602","$21,976",-75.89%,"$51,024"
PNR,"$353,478",Benchmark,135.0,10.45%,"$84,321","$106,631",-68.53%,"$472,293"
PEP,"$1,301,998",Benchmark,94.1,14.27%,"$316,461","$507,061",-43.64%,"$1,838,017"
PFE,"$403,088",Benchmark,132.8,10.66%,"$211,718","$239,823",-80.07%,"$733,186"
PCG,"$625,996",Strategy,108.1,12.0%,"$200,000","$295,170",-67.51%,"$1,032,735"
PM,"$38,306",Benchmark,110.3,12.1%,"$23,202","$22,234",-51.04%,"$38,307"
PSX,"$38,302",Strategy,120.3,16.2%,"$14,373","$18,284",-45.35%,"$48,811"
PNW,"$111,527",Benchmark,128.6,6.93%,"$39,219","$42,505",-62.88%,"$142,605"
PNC,"$526,308",Benchmark,119.3,12.32%,"$209,793","$230,645",-59.57%,"$798,110"
POOL,"$466,869",Benchmark,85.9,20.82%,"$89,776","$206,745",-62.28%,"$969,463"
PPG,"$94,845",Benchmark,118.4,7.5%,"$63,250","$66,997",-75.59%,"$144,127"
PPL,"$227,960",Benchmark,103.2,10.57%,"$114,749","$107,721",-63.83%,"$323,382"
PFG,"$120,329",Strategy,99.8,16.64%,"$36,533","$49,558",-64.84%,"$151,929"
PG,"$1,853,753",Benchmark,102.2,12.72%,"$161,756","$348,229",-54.47%,"$1,853,753"
PGR,"$14,039,302",Benchmark,93.2,26.23%,"$823,455","$1,638,589",-65.24%,"$14,240,667"
PLD,"$189,376",Strategy,91.3,16.88%,"$73,769","$86,397",-42.9%,"$288,282"
PRU,"$73,610",Strategy,119.4,13.23%,"$32,045","$33,446",-58.7%,"$81,893"
PEG,"$305,576",Benchmark,92.6,11.56%,"$115,149","$113,222",-59.78%,"$348,919"
PTC,"$694,477",Strategy,132.8,19.01%,"$204,671","$253,795",-81.16%,"$922,945"
PSA,"$379,717",Benchmark,112.3,12.6%,"$66,754","$120,284",-76.51%,"$512,144"
PHM,"$8,496,411",Strategy,153.1,24.21%,"$591,106","$1,507,350",-69.47%,"$12,714,018"
PWR,"$342,302",Strategy,127.0,20.79%,"$44,567","$75,805",-82.87%,"$490,139"
QCOM,"$305,439",Benchmark,158.4,16.05%,"$280,480","$246,805",-89.65%,"$961,629"
DGX,"$180,944",Benchmark,120.3,16.0%,"$72,115","$82,690",-62.21%,"$219,487"
RL,"$72,713",Benchmark,146.7,10.9%,"$33,266","$31,209",-64.59%,"$100,686"
RJF,"$534,884",Benchmark,114.6,14.8%,"$130,004","$160,352",-60.75%,"$706,222"
RTX,"$3,328,368",Benchmark,115.2,14.3%,"$327,664","$788,261",-55.35%,"$3,467,144"
O,"$124,513",Benchmark,100.5,12.76%,"$51,573","$67,435",-63.61%,"$206,435"
REG,"$539,411",Strategy,109.6,20.2%,"$218,152","$219,953",-46.23%,"$643,031"
REGN,"$196,142",Benchmark,153.3,13.52%,"$18,570","$82,107",-89.46%,"$323,204"
RF,"$438,480",Strategy,120.3,12.92%,"$89,564","$125,790",-71.87%,"$602,180"
RSG,"$217,664",Benchmark,69.0,18.18%,"$24,011","$41,943",-64.75%,"$217,664"
RMD,"$780,687",Benchmark,105.4,23.59%,"$146,062","$224,325",-68.3%,"$940,669"
RVTY,"$301,845",Benchmark,128.9,9.93%,"$82,029","$114,878",-90.13%,"$452,128"
ROK,"$667,276",Benchmark,120.7,15.1%,"$252,238","$355,475",-76.36%,"$1,236,010"
ROL,"$258,888",Benchmark,105.7,11.02%,"$38,412","$69,367",-63.53%,"$294,831"
ROP,"$969,829",Benchmark,87.1,22.15%,"$191,664","$333,679",-59.23%,"$1,085,832"
ROST,"$1,053,614",Benchmark,121.3,18.55%,"$117,662","$337,041",-72.1%,"$1,768,350"
RCL,"$103,192",Benchmark,137.6,11.18%,"$19,931","$29,383",-80.47%,"$145,423"
SPGI,"$5,079,070",Benchmark,93.2,18.89%,"$238,366","$832,864",-55.54%,"$5,633,373"
CRM,"$305,019",Benchmark,94.6,26.94%,"$96,842","$133,079",-54.37%,"$446,617"
SBAC,"$3,855,143",Strategy,114.4,39.77%,"$1,531,020","$2,210,444",-60.01%,"$7,935,591"
SLB,"$68,779",Benchmark,150.1,6.67%,"$43,367","$43,333",-79.67%,"$121,750"
STX,"$22,824",Benchmark,136.9,5.51%,"$7,398","$9,232",-87.99%,"$34,739"
SRE,"$80,062",Benchmark,109.1,11.94%,"$34,833","$43,764",-55.02%,"$111,906"
NOW,"$121,725",Benchmark,75.6,32.88%,"$41,728","$55,015",-42.37%,"$187,760"
SHW,"$4,595,804",Benchmark,88.1,21.78%,"$207,182","$813,306",-58.04%,"$5,203,366"
SPG,"$391,995",Strategy,99.4,18.52%,"$92,601","$115,934",-66.96%,"$469,442"
SWKS,"$27,381",Benchmark,170.9,3.66%,"$9,348","$17,830",-95.54%,"$80,517"
SJM,"$71,566",Benchmark,137.3,9.83%,"$23,984","$30,681",-54.79%,"$71,609"
SNA,"$106,598",Benchmark,122.3,6.79%,"$19,652","$30,365",-64.18%,"$120,097"
SOLV,"$9,657",Strategy,1.4,-4.88%,"$10,284","$10,377",-16.42%,"$11,555"
SO,"$673,156",Benchmark,84.0,15.13%,"$129,202","$164,766",-35.61%,"$689,873"
LUV,"$94,853",Benchmark,157.7,7.46%,"$109,167","$122,488",-88.38%,"$498,840"
SWK,"$48,179",Benchmark,128.4,5.18%,"$23,501","$28,559",-72.64%,"$117,453"
SBUX,"$364,587",Benchmark,125.7,17.24%,"$69,373","$165,308",-54.88%,"$542,024"
STT,"$7,760,875",Strategy,114.6,23.85%,"$1,266,519","$2,356,134",-58.82%,"$10,552,688"
STLD,"$74,103",Benchmark,134.6,10.79%,"$14,835","$20,771",-82.83%,"$107,305"
STE,"$237,437",Benchmark,107.1,15.0%,"$25,703","$57,672",-74.25%,"$250,480"
SYK,"$5,442,275",Benchmark,95.5,22.44%,"$577,377","$1,148,023",-61.27%,"$5,897,981"
SMCI,"$146,762",Benchmark,139.3,24.14%,"$7,457","$14,933",-87.85%,"$221,758"
SYF,"$23,896",Strategy,145.7,12.57%,"$13,310","$15,274",-40.87%,"$36,113"
SNPS,"$44,250",Benchmark,110.1,6.73%,"$7,604","$13,508",-88.35%,"$64,068"
SYY,"$2,497,732",Benchmark,103.5,16.64%,"$439,458","$687,121",-66.93%,"$2,765,642"
TMUS,"$130,309",Strategy,108.1,23.04%,"$37,061","$40,932",-58.39%,"$132,710"
TROW,"$190,760",Benchmark,106.3,11.57%,"$146,200","$146,229",-72.18%,"$501,438"
TTWO,"$119,657",Benchmark,139.4,13.74%,"$37,324","$48,106",-82.4%,"$158,016"
TPR,"$128,625",Benchmark,143.2,16.34%,"$70,644","$65,349",-72.23%,"$166,766"
TRGP,"$327,347",Strategy,99.5,42.39%,"$36,339","$68,256",-63.95%,"$392,011"
TGT,"$2,980,719",Benchmark,125.4,17.14%,"$585,945","$1,066,333",-57.89%,"$5,659,648"
TEL,"$23,906",Benchmark,106.2,7.36%,"$15,497","$16,514",-63.29%,"$31,632"
TDY,"$100,113",Benchmark,92.9,14.09%,"$16,979","$36,079",-64.76%,"$127,974"
TER,"$394,802",Benchmark,159.8,10.75%,"$101,034","$133,666",-86.29%,"$872,622"
TSLA,"$302,040",Benchmark,142.4,39.77%,"$44,773","$144,976",-74.26%,"$808,877"
TXN,"$125,729",Benchmark,146.1,7.18%,"$18,604","$34,204",-74.13%,"$170,143"
TPL,"$2,494,118",Benchmark,146.2,19.41%,"$21,272","$303,357",-62.21%,"$3,422,022"
TXT,"$261,214",Benchmark,131.6,9.49%,"$41,738","$68,460",-71.07%,"$310,590"
TMO,"$412,678",Benchmark,104.3,12.7%,"$63,633","$121,522",-82.49%,"$664,530"
TJX,"$1,023,551",Benchmark,103.4,19.43%,"$80,850","$184,150",-62.46%,"$1,034,866"
TKO,"$132,322",Benchmark,148.4,15.86%,"$9,318","$28,328",-64.01%,"$154,933"
TSCO,"$707,642",Benchmark,129.5,21.95%,"$28,783","$128,566",-83.24%,"$752,706"
TT,"$1,170,385",Benchmark,109.0,16.54%,"$69,996","$163,978",-73.06%,"$1,565,667"
TDG,"$382,265",Benchmark,57.9,31.96%,"$86,298","$107,740",-50.05%,"$395,764"
TRV,"$120,831",Benchmark,117.5,7.58%,"$20,792","$29,566",-63.89%,"$121,764"
TRMB,"$58,208",Benchmark,148.2,7.63%,"$23,433","$25,915",-81.51%,"$74,816"
TFC,"$90,136",Benchmark,122.1,7.32%,"$53,664","$49,590",-71.79%,"$119,260"
TYL,"$389,390",Benchmark,140.4,12.49%,"$25,963","$69,163",-88.35%,"$442,023"
TSN,"$34,821",Benchmark,152.5,4.09%,"$12,082","$16,013",-76.6%,"$52,581"
USB,"$613,976",Benchmark,112.7,12.16%,"$210,927","$240,552",-56.81%,"$764,302"
UBER,"$21,197",Strategy,121.3,20.3%,"$15,868","$15,859",-62.28%,"$26,222"
UDR,"$612,206",Benchmark,90.0,14.14%,"$99,166","$194,666",-69.35%,"$647,158"
ULTA,"$114,214",Benchmark,103.2,22.46%,"$69,935","$75,012",-53.32%,"$176,463"
UNP,"$678,045",Benchmark,102.9,14.44%,"$32,627","$166,546",-62.2%,"$866,052"
UAL,"$11,216",Benchmark,146.4,0.87%,"$9,903","$9,772",-91.0%,"$20,566"
UPS,"$28,692",Benchmark,142.2,6.21%,"$12,260","$14,676",-59.58%,"$33,268"
URI,"$512,769",Strategy,141.5,23.29%,"$39,145","$100,915",-68.94%,"$680,895"
UNH,"$7,753,290",Benchmark,101.3,26.9%,"$576,859","$1,527,234",-78.5%,"$8,425,133"
UHS,"$316,482",Benchmark,131.8,12.12%,"$64,535","$103,079",-84.6%,"$441,588"
VLO,"$81,556",Benchmark,139.3,7.28%,"$12,418","$20,759",-84.45%,"$101,373"
VTR,"$120,636",Benchmark,114.9,13.81%,"$77,874","$61,576",-71.64%,"$130,404"
VLTO,"$10,016",Strategy,39.8,0.16%,"$10,361","$10,419",-15.45%,"$11,308"
VRSN,"$1,596,727",Strategy,117.9,31.11%,"$252,096","$455,241",-90.24%,"$1,597,165"
VRSK,"$85,676",Benchmark,74.5,22.29%,"$27,217","$38,249",-30.29%,"$85,677"
VZ,"$45,964",Benchmark,121.5,5.49%,"$21,926","$25,289",-77.77%,"$49,937"
VRTX,"$198,665",Benchmark,151.8,13.72%,"$22,609","$44,741",-84.24%,"$241,403"
VTRS,"$46,179",Benchmark,173.0,5.04%,"$32,051","$45,147",-86.66%,"$188,859"
VICI,"$31,223",Strategy,95.9,25.59%,"$25,709","$22,934",-31.91%,"$33,423"
V,"$311,983",Strategy,65.1,34.01%,"$66,285","$99,764",-34.76%,"$333,414"
VST,"$120,068",Strategy,90.6,52.92%,"$19,082","$31,438",-40.17%,"$185,056"
VMC,"$867,760",Benchmark,106.2,13.2%,"$216,793","$238,516",-76.39%,"$1,088,870"
WRB,"$9,902,753",Benchmark,116.7,21.42%,"$260,902","$1,016,801",-60.02%,"$10,040,819"
GWW,"$404,926",Benchmark,113.0,10.83%,"$42,249","$77,769",-59.82%,"$487,886"
WAB,"$286,931",Benchmark,111.2,17.75%,"$45,390","$77,928",-53.46%,"$346,451"
WBA,"$369,446",Benchmark,140.1,12.3%,"$585,693","$557,273",-77.5%,"$1,543,952"
WMT,"$73,425,430",Benchmark,104.4,27.76%,"$10,687,011","$12,632,662",-52.08%,"$87,050,281"
DIS,"$5,933,073",Benchmark,130.8,15.77%,"$520,116","$1,447,521",-72.29%,"$8,737,467"
WBD,"$14,102",Strategy,174.6,2.56%,"$26,042","$25,421",-80.22%,"$67,154"
WM,"$73,428",Benchmark,105.9,8.17%,"$24,579","$30,015",-88.93%,"$89,244"
WAT,"$57,487",Benchmark,129.2,9.02%,"$51,225","$48,946",-65.93%,"$99,496"
WEC,"$784,708",Benchmark,87.3,15.05%,"$80,615","$225,633",-44.09%,"$940,085"
WFC,"$778,101",Benchmark,114.3,12.67%,"$270,541","$270,466",-67.5%,"$967,160"
WELL,"$1,127,682",Benchmark,105.5,16.41%,"$95,028","$171,008",-58.65%,"$1,160,455"
WST,"$1,389,372",Benchmark,112.1,17.19%,"$85,639","$519,299",-67.5%,"$4,013,725"
WDC,"$32,939",Benchmark,168.0,3.79%,"$29,132","$48,528",-98.39%,"$485,267"
WY,"$54,365",Benchmark,145.8,4.83%,"$23,312","$30,585",-55.3%,"$111,335"
WSM,"$2,746,100",Benchmark,131.9,21.51%,"$246,712","$464,745",-80.05%,"$4,498,158"
WMB,"$914,553",Benchmark,101.7,16.32%,"$137,809","$231,488",-77.31%,"$954,370"
WTW,"$23,023",Benchmark,122.4,5.21%,"$15,269","$15,171",-45.7%,"$29,538"
WDAY,"$23,055",Benchmark,120.0,10.21%,"$18,430","$18,819",-58.0%,"$35,802"
WYNN,"$202,493",Strategy,141.7,21.47%,"$207,361","$191,501",-64.9%,"$441,820"
XEL,"$680,474",Benchmark,112.0,12.44%,"$74,491","$227,654",-48.15%,"$993,953"
XYL,"$25,256",Benchmark,111.6,10.5%,"$22,564","$21,413",-43.46%,"$39,354"
YUM,"$350,087",Benchmark,91.6,20.6%,"$150,278","$151,954",-43.64%,"$378,872"
ZBRA,"$117,529",Benchmark,125.8,11.2%,"$19,566","$38,540",-78.15%,"$185,673"
SPY,$371,Benchmark,307.9,-13.77%,$372,$380,-95.79%,"$8,835"
SPY,$371,Benchmark,307.9,-13.77%,$372,$380,-95.79%,"$8,835"
SPY,$371,Benchmark,307.9,-13.77%,$372,$380,-95.79%,"$8,835"
SPY,$371,Benchmark,307.9,-13.77%,$372,$380,-95.79%,"$8,835"
SPY,$371,Benchmark,307.9,-13.77%,$372,$380,-95.79%,"$8,835"
NVDA,"$19,766",Benchmark,109.1,3.84%,"$12,878","$13,713",-11.13%,"$20,244"
SPY,$859,Benchmark,2.6,-10.46%,$859,$878,-90.99%,"$9,534"
SPY,$859,Benchmark,2.6,-10.46%,$859,$878,-90.99%,"$9,534"
SPY,$859,Benchmark,1.8,-7.31%,$859,$878,-90.99%,"$9,534"
SPY,$859,Benchmark,1.8,-7.31%,$859,$878,-90.99%,"$9,534"
SPY,$859,Benchmark,1.8,-7.31%,$859,$878,-90.99%,"$9,534"
SPY,$859,Benchmark,1.8,-7.31%,$859,$878,-90.99%,"$9,534"
SPY,$859,Benchmark,1.8,-7.31%,$859,$879,-90.99%,"$9,534"
SPY,$886,Benchmark,3.2,-13.61%,$887,"$1,129",-99.07%,"$95,014"
NVDA,"$17,618,285",Benchmark,108.9,51.47%,"$292,371","$3,145,312",-80.68%,"$36,289,263"
SPY,$859,Benchmark,1.8,-7.31%,$859,$879,-90.99%,"$9,534"
HOOD,"$10,487",Benchmark,96.5,1.29%,"$10,000","$10,239",-4.76%,"$10,500"
HOOD,"$10,487",Benchmark,96.5,1.29%,"$10,000","$10,239",-4.76%,"$10,500"
HOOD,"$10,487",Benchmark,96.5,1.29%,"$10,000","$10,239",-4.76%,"$10,500"
HOOD,"$10,487",Benchmark,96.5,1.29%,"$10,000","$10,239",-4.76%,"$10,500"
HOOD,"$10,487",Benchmark,96.5,1.29%,"$10,000","$10,239",-4.76%,"$10,500"
HOOD,"$10,487",Benchmark,96.5,1.29%,"$10,000","$10,239",-4.76%,"$10,500"
HOOD,"$10,487",Benchmark,96.5,1.29%,"$10,000","$10,239",-4.76%,"$10,500"
HOOD,"$28,542",Benchmark,57.5,32.56%,"$10,072","$13,993",-47.27%,"$45,604"
HOOD,"$28,542",Benchmark,57.5,32.56%,"$10,072","$13,993",-47.27%,"$45,604"
HOOD,"$26,701",Benchmark,87.3,30.2%,"$10,119","$13,737",-46.61%,"$42,553"
GME,"$124,618",Strategy,84.7,11.47%,"$29,161","$48,472",-88.13%,"$411,912"
GME,"$129,623",Strategy,81.1,11.66%,"$30,587","$50,527",-89.15%,"$465,114"
AMC,"$5,673",Strategy,33.8,-4.87%,"$9,899","$11,286",-89.86%,"$55,789"
SPY,"$77,195",Benchmark,55.5,6.53%,"$25,584","$33,012",-39.52%,"$89,541"
SPY,"$77,195",Benchmark,55.5,6.53%,"$25,584","$33,012",-39.52%,"$89,541"
MAR,"$55,619",Benchmark,75.3,6.53%,"$14,648","$21,989",-52.69%,"$75,117"
NVDA,"$3,171,990",Benchmark,98.6,24.49%,"$26,833","$302,672",-86.04%,"$4,642,728"
